抖音歌曲,#genre#
葛东琪-悬溺,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cjnkud3c77u8alq7192g&ratio=720p&line=0
陈奕迅-落花流水,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cngumojc77ubsn73764g&ratio=720p&line=0
周杰伦-七里香,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c586a8bc77u8ukr6db70&ratio=720p&line=0
光良-童话,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmhcjp3c77u6lekc7am0&ratio=720p&line=0
江语晨-最后一页,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cn5q3rbc77ubqm4m4jsg&ratio=720p&line=0
江语晨-浪漫爱,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fd80000bqt2lkroe0ndof6sf6d0&ratio=720p&line=0
陶喆-就是爱你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c2j1oprc77u04674qfu0&ratio=720p&line=0
林俊杰-当你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cm6f933c77u0inl4a58g&ratio=720p&line=0
关淑怡-难得有情人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cockvfrc77uecmqmqq40&ratio=720p&line=0
刘小慧-初恋情人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cc9cli3c77u4vdavpd70&ratio=720p&line=0
李克勤-红日,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000co87rbjc77ueeb2bpbbg&ratio=720p&line=0
李克勤-护花使者,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cit40pbc77uae67r96cg&ratio=720p&line=0
徐小凤-风的季节,
罗文-几许风雨,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000co6fijvog65rloj3i5n0&ratio=720p&line=0
周慧敏-最爱,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cihdb9rc77uaaibdjvl0&ratio=720p&line=0
陈百强-偏偏喜欢你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c4sd0hjc77uadn62vdpg&ratio=720p&line=0
陈百强-一生何求,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000c62hppbc77u6phu370hg&ratio=720p&line=0
陈慧娴-千千阙歌,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cobq6e3c77udq71olmb0&ratio=720p&line=0
陈慧娴-夜半小夜曲,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fc30000bu3s66l91uupo5jllq40&ratio=720p&line=0
陈慧娴-人生何处不相逢,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c21709vmkckvj87hruug&ratio=720p&line=0
陈慧娴-情意结,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c7mte0bc77u646crfqj0&ratio=720p&line=0
林忆莲-假如让你吻下去,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cm13h63c77u825g1pq90&ratio=720p&line=0
张国荣-沉默是金,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cgjuqvbc77uc1cnf47ag&ratio=720p&line=0
钟镇涛-让一切随风,
刘德华-暗里着迷,
刘德华-一起走过的日子,
谭咏麟-讲不出再见,
谭咏麟-一生中最爱,
王杰-谁明浪子心,
王杰-不浪漫罪名
吕方-你的浅笑,
张学友-饿狼传说,
张学友-只想一生跟你走,
邓丽君-漫步人生路,
邓丽欣-电灯胆
邓丽欣/傅颖-亲朋勿友,
Beyond-光辉岁月,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ccu4ldjc77u4nmf3f54g&ratio=720p&line=0
Beyond-真的爱你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ceksa4bc77u77da91tfg&ratio=720p&line=0
Beyond-大地,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cojstabc77uerhn878qg&ratio=720p&line=0
Beyond-冷雨夜,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdqcbe3c77ucgubud6i0&ratio=720p&line=0
Beyond-海阔天空,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000chfntjrc77uf4o64t5qg&ratio=720p&line=0
Beyond-岁月无声,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cfhoeq3c77u4flt6fni0&ratio=720p&line=0
叶蒨文-情人知己,
叶蒨文-祝福,
叶丽仪-上海滩,
甄妮-友谊太阳,
王菲-容易受伤的女人,
郑中基-无赖,
孙耀威-爱的故上集,
林子祥-男儿当自强,
梁咏琪-灰姑娘,
容祖儿-心淡,
容祖儿-习惯失恋,
容祖儿-续集,
容祖儿-怯,
容祖儿-16号爱人,
陈奕迅-富士山下,
陈奕迅-明年今日,
陈奕迅-单车,
杨千嬅-少年的祈祷,
杨千嬅-处处吻,
杨千嬅-野孩子,
杨千嬅-可惜我是水瓶座,
Twins-下一站天后,
Twins-恋爱大过天,
Twins-死性不改,
Twins-风筝与风,
Twins-朋友仔,
侧田-命硬,
钟嘉欣-大爱,
陈柏宇-你瞒我瞒,
吴雨霏-吴哥窿,
吴雨霏-明知做戏,
梁汉文-缠绵游戏,
泳儿/林峯-爱在记忆中找你,
古巨基-必杀技,
古巨基-爱与诚,
黎瑞恩-一人有一个的梦想,
陈文缓-时光中飞舞,
忘川-陈僖仪,
for ya-蒋小呢,
夏天-李玖哲,

歌手2024,#genre#
0510期,https://svipsvip.ffzyread1.com/20240510/27036_0adaf098/2000k/hls/index.m3u8
0511期,https://svipsvip.ffzyread1.com/20240511/27044_c1245dea/index.m3u8
0516期,https://svipsvip.ffzyread1.com/20240516/27233_f4eda728/index.m3u8
0517期,https://svipsvip.ffzyread1.com/20240518/27308_f11e3519/index.m3u8
0518期,https://svipsvip.ffzyread1.com/20240518/27316_517fd813/index.m3u8
0523期,https://svipsvip.ffzyread1.com/20240523/27534_4bbd2b24/index.m3u8
0524期,https://svipsvip.ffzyread1.com/20240524/27614_d9fe423d/index.m3u8
0525期,https://svipsvip.ffzyread1.com/20240525/27625_ba1ca301/index.m3u8
0530期,https://svipsvip.ffzyread1.com/20240530/27816_2131b2f6/index.m3u8
0531期,https://svipsvip.ffzyread1.com/20240531/27865_aa07946a/index.m3u8
0601期,https://svipsvip.ffzyread1.com/20240601/27877_f1f0c6ee/index.m3u8
0606期,https://svipsvip.ffzy-online5.com/20240606/28298_847d3330/index.m3u8
0607期,https://svipsvip.ffzyread1.com/20240607/28087_41834497/index.m3u8
0608期,https://svipsvip.ffzyread1.com/20240608/28097_c799a09f/index.m3u8

足球欧洲杯,#genre#
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8?token=93742ae45d857eb76d5fde4280c09546
Now 668,http://43.132.147.111:8899/views/dl/cibn/guinei-1efaff81147381aab56791b650d83dc0.php?id=now-668
Now 618,http://43.132.147.111:8899/views/dl/cibn/guinei-1efaff81147381aab56791b650d83dc0.php?id=now-sports-618
ViuTV,http://m.glx008.com:8000/bysid/99.m3u8
ViuTV,http://zsntlqj.xicp.net:8895/bysid/99.m3u8

加入易发群,#genre#
QQ交流群,
572343636,
永久免费,
谨防被骗,
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://36.108.172.237:10097/stream/channelid/1129822714
重温经典,http://36.108.172.237:10005/stream/channelid/1658622386?ticket=cee7f3f6fd238a746e4e7a2b018ee411947ffe3d&profile=pass
重温经典,http://117.114.153.1:8180/TV00000000000000000007@HHZT
星空卫视,http://117.114.153.1:8180/TV00000000000000000071@HHZT
凤凰资讯,http://117.114.153.1:8180/TV00000000000000000068@HHZT
凤凰中文,http://117.114.153.1:8180/TV00000000000000000069@HHZT
凤凰电影,http://117.114.153.1:8180/TV00000000000000000072@HHZT
STARmovies,http://117.114.153.1:8180/TV00000000000000000075@HHZT
axn电影,http://117.114.153.1:8180/TV00000000000000000076@HHZT
CINEMAX电影,http://117.114.153.1:8180/TV00000000000000000109@HHZT
HBO（美）,http://117.114.153.1:8180/TV00000000000000000074@HHZT
NBA TV2,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
NBA TV1,http://170.yfvodcdn.com:19980/live/nbaTV1/hls.m3u8
CCTV2HD,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV4K,https://tv.cry33.com/ys4k.php?id=4k
CCTV8K,https://tv.cry33.com/ys4k.php?id=8k
北京纪实8K,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
搜狐4K,http://nas.hssvm.com:8888/rtp/225.1.2.190:5002?$天津联通主力线
搜狐4K,http://125.37.57.151:18888/rtp/225.1.2.190:5002?$天津联通备线1
百事通4K电影,http://www.17888.fun:10000//udp/239.45.3.107:5140?$上海电信备线3
百事通4K电影,http://nxlj.cn:1688//udp/239.45.3.107:5140?$虹口电信组播
百事通4K纪实,http://www.17888.fun:10000//rtp/239.45.1.10:5140?$上海电信备线3
百事通4K纪实,http://nxlj.cn:1688//rtp/239.45.1.10:5140?$虹口电信组播
百事通4K儿童,http://www.17888.fun:10000//rtp/239.45.1.1:5140?$上海电信备线3
百事通4K儿童,http://nxlj.cn:1688//rtp/239.45.1.1:5140?$虹口电信组播
华数电影4K,http://220.176.218.35:8888/udp/239.252.220.212:5140?$江西上饶电信
华数电影4K,http://920425.xyz:6666/rtp/239.253.240.102:8000?$山东泰安联通
华数电影4K,http://125.69.136.119:8880/udp/239.93.0.97:5140?$四川电信备线2
华数电影4K,http://home.sylaigym.top:8887/rtp/239.69.1.141:10482?$湖北武汉电信
欢笑剧场4K,http://ipv4.sunjianwu.fun:8800/udp/239.49.8.106:8000?$盐成电信组播
欢笑剧场4K,http://qingcheng.pro:7890/udp/238.125.5.122:5140?$新疆电信组播
欢笑剧场4K,http://171.223.198.94:4000/udp/239.93.0.145:5140?$四川电信主力线
欢笑剧场4K,http://119.117.154.23:4022/rtp/232.0.0.98:1234?$辽宁鞍山联通
CCTV16奥林匹克4K,http://vip.syzkgg.com:8686/rtp/239.253.64.126:5140?$海南三亚电信
CCTV16奥林匹克4K,http://home.sylaigym.top:8887/rtp/239.69.1.249:11136?$湖北武汉电信
CCTV16奥林匹克4K,http://171.223.198.94:4000/udp/239.93.42.54:5140?$四川电信主力线
CCTV16奥林匹克4K,http://171.223.198.94:4000/udp/239.93.42.54:5140?$四川电信备线2
CCTV16奥林匹克4K,http://113.13.173.215:6666/rtp/239.81.0.144:4056?$广西电信主力线
CCTV16奥林匹克4K,http://220.176.218.35:8888/udp/239.252.220.237:5140?$江西上饶电信
CCTV16奥林匹克4K,http://113.93.48.143:2000/udp/239.77.1.98:5146?$广东电信主力线
CCTV4K超清,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K超清,http://113.93.48.143:2000/udp/239.77.1.180:5146?$广东电信主力线
CCTV4K超清,http://117.67.169.12:4022/rtp/238.1.78.137:6968?$安徽电信主力线
CCTV4K超清,http://113.13.173.215:6666/rtp/239.81.1.78:4056?$广西电信主力线
CCTV8K超清,https://tv.cry33.com/ys4k.php?id=8k
北京4K超清,http://115.171.216.54:4000/udp/225.1.8.211:8002?$北京电信备线4
北京4K超清,http://ikuai.zlsip.top:4022/rtp/239.3.1.249:8001$北京联通备线1
中录动漫4K,http://125.69.136.119:8880/udp/239.93.1.188:5140?$四川电信备线2
乐享4K,http://171.223.198.94:4000/udp/239.93.0.43:5140?$四川电信主力线
乐享4K,http://125.69.136.119:8880/udp/239.93.0.43:5140?$四川电信备线2
亲子趣学4K.http://171.223.198.94:4000/udp/239.93.1.191:5140?$四川电信主力线
亲子趣学4K.http://125.69.136.119:8880/udp/239.93.1.191:5140?$四川电信备线2
亲子趣学4Khttp://118.114.97.25:886/udp/239.93.1.191:5140?$四川电信备线1
南国都市4K,http://113.93.48.143:2000/udp/239.253.43.99:5146?$广东电信主力线
南国都市4K,http://14.121.146.11:554/udp/239.253.43.99:5146?$广东电信备线1
南国都市4K,http://183.54.209.173:9999/udp/239.253.43.99:5146?$广东电信备线2
广东4k超清,http://113.93.48.143:2000/udp/239.77.1.237:5146?$广东电信主力线
广东4k超清,http://14.121.146.11:554/udp/239.77.1.237:5146?$广东电信备线1
广东4k超清,http://gs.jianghua.fun:8888/udp/239.77.1.237:5146?$广东电信备线3
绚影4K,http://125.69.136.119:8880/udp/239.93.42.33:5140?$四川电信备线2
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
河南卫视4K,http://123.101.98.187:2000/rtp/239.16.20.199:11990?$河南电信主力线
河南卫视4K,http://219.156.188.59:8089/rtp/225.1.4.254:1300?$河南联通备线2


港-澳-台,#genre#
NOW星影,http://121.40.63.193:81/now星影/香蕉哥专用.live.ts
NOW爆谷,http://121.40.63.193:81/now爆谷/香蕉哥专用.live.ts
TVB翡翠,http://121.40.63.193:81/tvb翡翠/香蕉哥专用.live.ts
广电翡翠,http://121.40.63.193:81/广电翡翠/香蕉哥专用.live.flv
中华MOD,http://121.40.63.193:81/中华MOD/香蕉哥专用.live.ts

NOW星影,http://111.160.76.101:80/香蕉哥/now星影.live.flv
NOW爆谷,http://111.160.76.101:80/香蕉哥/now爆谷.live.flv
TVB翡翠,http://111.160.76.101:80/香蕉哥/tvb翡翠.live.flv

NOW星影,http://60.30.198.43:5080/香蕉哥/now星影/hls.m3u8
NOW爆谷,http://60.30.198.43:5080/香蕉哥/now爆谷/hls.m3u8
TVB翡翠,http://60.30.198.43:5080/香蕉哥/tvb翡翠/hls.m3u8

TVB-Plus,http://ncdsrti.7766.org:7550/hls/chunklistxufkwjw.m3u8
TVB-Plus,http://ha.jmied.com/aa/aa.m3u8?auth_key=1661958232-0-0-114df08fce17ecb21f6bf42de85e7600
TVB-Plus,http://138.113.24.59/libof.kesx.top/live/5658kwkojtz.m3u8
TVB星河,http://117.114.153.1:8180/TV00000000000000000073@HHZT
無綫新聞台,http://live.cooltv.top/tv/tvb.php?id=2
凤凰资讯,http://tvbox.netsite.cc/proxy/1650326537/1650326537.m3u8
凤凰中文,http://tvbox.netsite.cc/proxy/1846789161/1846789161.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰中文,http://122.224.232.226:8888/udp/233.50.200.191:5140
凤凰资讯,http://122.224.232.226:8888/udp/233.50.200.192:5140
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
星河,https://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
功夫,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
娱乐新闻,https://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8

中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
民视,rtmp://f13h.mine.nu/sat/tv051
纬来体育,http://mtw.so/5yqGDH
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49号,http://61.221.215.25:8800/hls/49/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8

HK DTMB,#genre#
翡翠台,http://m.glx008.com:8000/bysid/1.m3u8
ViuTVsix,http://m.glx008.com:8000/bysid/96.m3u8
ViuTV,http://m.glx008.com:8000/bysid/99.m3u8

翡翠台,http://zsntlqj.xicp.net:8895/bysid/1.m3u8
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96.m3u8
ViuTV,http://zsntlqj.xicp.net:8895/bysid/99.m3u8
明珠台,http://zsntlqj.xicp.net:8896/bysid/2.m3u8
TVB Plus,http://zsntlqj.xicp.net:8896/bysid/82.m3u8
無綫新聞台,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
鳳凰衛視香港台,http://zsntlqj.xicp.net:8896/bysid/85.m3u8

翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
ViuTVsix,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
ViuTV,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
明珠台,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
TVB Plus,http://beishan008.asuscomm.com:8890/bysid/82.m3u8
無綫新聞台,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
鳳凰衛視香港台,http://beishan008.asuscomm.com:8890/bysid/85.m3u8
HOY 國際財經台,http://beishan008.asuscomm.com:8891/bysid/76.m3u8
HOY TV,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
HOY 資訊台,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
港台電視 31,http://beishan008.asuscomm.com:8892/bysid/31.m3u8
港台電視 32,http://beishan008.asuscomm.com:8892/bysid/32.m3u8
中央電視台綜合頻道（CCTV-1綜合),http://beishan008.asuscomm.com:8892/bysid/33.m3u8
中國環球電視網紀錄頻道 (CGTN紀錄頻道),http://beishan008.asuscomm.com:8892/bysid/34.m3u8

明珠台,http://113.83.152.61:1935/bysid/2.m3u8
TVB Plus,http://113.83.152.61:1935/bysid/82.m3u8
無綫新聞台,http://113.83.152.61:1935/bysid/83.m3u8
鳳凰衛視香港台,http://113.83.152.61:1935/bysid/85.m3u8
翡翠台,http://113.83.152.61:1936/bysid/1.m3u8
ViuTVsix,http://113.83.152.61:1936/bysid/96.m3u8
ViuTV,http://113.83.152.61:1936/bysid/99.m3u8
HOY 國際財經台,http://113.83.152.61:1935/bysid/76.m3u8
HOY TV,http://113.83.152.61:1935/bysid/77.m3u8
HOY 資訊台,http://113.83.152.61:1935/bysid/78.m3u8

翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
ViuTVsix,http://grandprix2023.asuscomm.com:8889/bysid/96.m3u8
ViuTV,http://grandprix2023.asuscomm.com:8889/bysid/99.m3u8
Jelli,http://grandprix2023.asuscomm.com:8890/bysid/16.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门macau,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB Plus,http://grandprix2023.asuscomm.com:8892/bysid/82.m3u8
無綫新聞台,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
鳳凰衛視香港台,http://grandprix2023.asuscomm.com:8892/bysid/85.m3u8

翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8
ViuTVsix,http://nz171l122.bb60246.ctm.net:8889/bysid/96.m3u8
ViuTV,http://nz171l122.bb60246.ctm.net:8889/bysid/99.m3u8
Jelli,http://nz171l122.bb60246.ctm.net:8890/bysid/16.m3u8
澳视澳门,http://nz171l122.bb60246.ctm.net:8891/bysid/91.m3u8
澳视葡语,http://nz171l122.bb60246.ctm.net:8891/bysid/92.m3u8
澳门资讯,http://nz171l122.bb60246.ctm.net:8891/bysid/94.m3u8
澳门macau,http://nz171l122.bb60246.ctm.net:8891/bysid/96.m3u8
明珠台,http://nz171l122.bb60246.ctm.net:8892/bysid/2.m3u8
TVB Plus,http://nz171l122.bb60246.ctm.net:8892/bysid/82.m3u8
無綫新聞台,http://nz171l122.bb60246.ctm.net:8892/bysid/83.m3u8
鳳凰衛視香港台,http://nz171l122.bb60246.ctm.net:8892/bysid/85.m3u8

TW 新闻,#genre#
中天亚洲台,http://194.87.101.118/live.m3u8?c=3
台视新闻,http://194.87.101.118/live.m3u8?c=4
TVBS新闻,http://194.87.101.118/live.m3u8?c=5
中视新闻,http://194.87.101.118/live.m3u8?c=6
中天 新闻,http://194.87.101.118/live.m3u8?c=7
公视新闻,http://194.87.101.118/live.m3u8?c=8
东森新闻,http://194.87.101.118/live.m3u8?c=9
镜新闻,http://194.87.101.118/live.m3u8?c=10
民视新闻,http://194.87.101.118/live.m3u8?c=11
三立新闻,http://194.87.101.118/live.m3u8?c=12
华视新闻,http://194.87.101.118/live.m3u8?c=13
东森财经新闻,http://194.87.101.118/live.m3u8?c=14
CGTN Europe,http://194.87.101.118/live.m3u8?c=15

中天亞洲台,http://154.201.73.159:8181/live.m3u8?c=1
中天新聞,http://154.201.73.159:8181/live.m3u8?c=2
寰宇新聞台,http://154.201.73.159:8181/live.m3u8?c=3
中天新聞2,http://154.201.73.159:8181/live.m3u8?c=4
台視新聞,http://154.201.73.159:8181/live.m3u8?c=5
三立iNEWS,http://154.201.73.159:8181/live.m3u8?c=6
三立iNEWS+,http://154.201.73.159:8181/live.m3u8?c=7
LIVE三立,http://154.201.73.159:8181/live.m3u8?c=8
TVBS HD,http://154.201.73.159:8181/live.m3u8?c=9
TVBS新聞台,http://154.201.73.159:8181/live.m3u8?c=10
東森LIVE,http://154.201.73.159:8181/live.m3u8?c=11
東森財經新聞,http://154.201.73.159:8181/live.m3u8?c=12
中視新聞,http://154.201.73.159:8181/live.m3u8?c=13
民視新聞,http://154.201.73.159:8181/live.m3u8?c=14
公視新聞,http://154.201.73.159:8181/live.m3u8?c=15
鏡新聞,http://154.201.73.159:8181/live.m3u8?c=16
鳳凰資訊,http://154.201.73.159:8181/live.m3u8?c=17
華視新聞,http://154.201.73.159:8181/live.m3u8?c=18

斯玛特,#genre#
华丽翡翠,http://php.jdshipin.com:8880/smt.php?id=Wlt
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
VIUTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=tvbxinhe_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd

TVN,http://154.12.50.54:123/smt.php?id=TVN
纬来体育,http://154.12.50.54:123/smt.php?id=videolandsport
纬来日本,http://154.12.50.54:123/smt.php?id=videolandjapan
纬来电影,http://154.12.50.54:123/smt.php?id=videolandmovie
天映频道,http://154.12.50.54:123/smt.php?id=Celestial
探索亚洲,http://154.12.50.54:123/smt.php?id=discoverytwn_twn
探索频道,http://154.12.50.54:123/smt.php?id=ba86fcd935
探索,http://154.12.50.54:123/smt.php?id=discoverych_twn
台视新闻,http://154.12.50.54:123/smt.php?id=ttvnews_twn
时尚频道,http://154.12.50.54:123/smt.php?id=fashiontv_twn
中天综合,http://154.12.50.54:123/smt.php?id=ctizhonghe
